# http://edd.ifa.hawaii.edu/
# http://edd.ifa.hawaii.edu/dfirst.php
"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"|"Cosmicflows-2 Distances"
pgc|Dist|Glon|Glat|Vhel|Name
%7s|%6.2f|%8.4f|%8.4f|%5d|%10s
---|Mpc|deg|deg|km/s|
"The Catalogue of Principal Galaxies (PGC) Number"|"Luminosity distance (weighted average if more than one source)"|"Galactic longitude"|"Galactic latitude"|"Heliocentric velocity"|"Common name"
19412|118.58|279.6899|-26.1790|8834|ESO058-008
19413|32.36|268.0420|-24.2433|2615|ES122-001
19441|0.11|260.1125|-22.2234|229|Carina
19472|34.99|244.7242|-17.0034|1918|ESO366-009
19476|32.06|233.2251|-12.2460|2596|N2271
19496|144.54|244.9649|-16.9500|10084|ESO366-012
19498|87.10|283.4385|-26.3788|5541|ESO034-012
19501|61.38|150.1633|23.6626|3566|UGC03511
19502|102.33|277.1326|-25.5334|7688|ESO087-039
19504|103.75|284.6400|-26.4838|6329|ESO034-013
19531|26.92|237.3053|-13.5501|1897|AGC025325
19541|162.18|239.9540|-14.5330|11201|ESO427-003
19553|177.83|246.8407|-17.1829|10016|ESO366-017
19589|24.66|236.3961|-12.6772|1708|ES490-045
19619|17.06|236.7438|-12.6028|2037|N2293
19622|56.75|140.2202|25.8204|4060|NGC2258
19652|59.16|149.1696|24.4210|3307|UGC03539
19663|89.54|280.8296|-25.5587|6263|ESO058-017
19671|71.45|194.7318|8.6449|5233|UGC03553
19728|124.17|240.4973|-13.3981|7382|ESO427-013
19732|89.95|166.3564|20.3932|5688|UGC03561
19733|41.50|239.7376|-13.0297|2010|E427-014
19785|28.44|249.0950|-16.4864|1903|E309-005
19788|83.95|166.3008|20.7116|5962|UGC03576
19789|20.04|158.9315|22.7582|1440|UGC03574
19791|125.89|249.4118|-16.5767|10715|ESO309-006
19796|71.12|239.0058|-12.2460|6765|ESO427-015
19797|108.64|269.1611|-22.8211|8502|ESO122-009
19813|26.06|195.8783|9.1943|1266|UGC03587
19817|70.79|129.6248|27.0621|4426|UGC03521
19841|27.54|131.3764|26.9788|1943|UGC03540
19850|73.11|248.0982|-15.6639|5820|ESO309-010
19856|90.78|175.5112|18.0627|6696|UGC03593
19882|87.50|246.6276|-14.8868|9356|ESO366-027
19886|54.70|129.5846|27.0938|4427|UGC03528
19931|58.08|152.1487|24.8200|3983|UGC003606
19964|77.27|134.1615|27.0128|4964|UGC03581
19975|43.85|156.6790|24.1410|3275|PGC019975
19996|34.04|238.5514|-10.2331|2678|E491-015
20007|80.17|165.4279|22.2805|6284|UGC03627
20020|107.65|201.3967|8.6075|7891|UGC03634
20047|25.82|239.9606|-10.4104|2157|N2325
20083|56.23|194.0469|12.5975|4537|UGC03652
20094|92.04|252.4330|-15.5373|5194|ESO309-017
20110|145.21|276.4034|-23.2399|9622|ESO088-002
20123|98.17|257.6257|-17.3456|9480|ESO256-015
20136|70.79|166.3596|22.7931|5903|NGC2320
20139|105.68|248.7760|-13.6295|10660|ESO309-018
20162|102.33|168.5841|22.3731|5876|PGC020162
20173|197.70|259.7021|-17.7810|12963|ESO207-021
20182|111.17|268.9148|-20.8493|8125|ESO122-013
20209|79.43|168.4670|22.6318|5368|PGC020209
20214|27.80|201.1250|10.4564|2205|UGC03691
20222|36.64|197.8349|12.0576|2254|UGC03693
20229|91.62|166.9491|23.0910|5771|PGC020229
20239|102.80|184.6352|17.5956|4775|UGC03694
20243|76.56|168.7357|22.7138|6162|PGC020243
20254|70.15|168.5754|22.7994|5793|NGC2329
20268|77.27|168.5667|22.8447|6226|UGC03696
20272|80.17|166.9812|23.2605|4820|NGC2330
20274|30.90|219.8332|1.5421|1717|PG0020274
20276|73.79|166.9543|23.2832|5806|NGC2332
20283|70.79|168.5268|22.9171|5712|PGC020283
20293|65.77|139.9366|27.3481|3781|UGC003675
20306|65.77|167.0662|23.4217|6498|IC0458
20324|88.31|249.5061|-12.8893|5684|AGC025544
20332|68.55|167.0697|23.5052|4900|IC0462
20338|80.17|167.0344|23.5304|5925|NGC2340
20353|94.19|169.0812|23.0711|5922|UGC03724
20364|81.66|167.3870|23.5307|6171|UGC03725
20389|133.05|193.9138|14.7934|9884|UGC03736
20418|53.95|141.1268|27.4839|4187|UGC03717
20427|85.11|279.4090|-23.1059|7229|ESO058-025
20439|127.64|280.9259|-23.4583|9293|ESO058-026
20445|6.66|206.0143|9.7145|314|UGC3755
20447|62.23|166.9159|24.0074|5830|PGC020447
20458|30.62|129.2391|27.5465|2230|UGC03653
20459|48.75|286.1866|-24.6186|4329|ESO035-003
20486|115.35|168.7193|23.7892|5529|UGC003757
20487|120.23|183.0264|19.5888|7150|UGC03763
20504|38.73|241.7132|-8.1917|2251|E428-009
20510|42.85|265.9826|-18.7053|2827|ESO162-015
20513|87.50|194.1663|15.4751|6378|UGC03770
20526|27.80|147.7263|27.2756|1154|UGC03749
20531|10.91|268.2552|-19.4340|1099|ES162-017
20534|143.88|281.7876|-23.4738|10179|ESO058-027
20539|88.31|151.3833|26.9406|4425|UGC03759
20542|87.90|184.9884|19.1825|7240|UGC03774
20556|34.83|273.3135|-21.0115|3237|NGC002369
20559|43.85|183.9755|19.6282|3881|UGC03776
20562|35.16|188.0661|18.1768|3211|UGC03777
20567|47.64|148.7138|27.2858|4110|UGC03764
20585|73.79|183.9478|19.8192|3959|UGC03780
20586|68.87|184.0547|19.7952|3847|UGC03779
20592|33.73|194.4411|15.9102|2277|UGC03782
20593|96.38|266.9924|-18.7249|8738|ESO162-018
20602|128.82|207.2226|10.2557|8580|UGC03787
20603|104.71|193.1182|16.4998|6183|UGC03783
20631|85.51|190.8535|17.5492|5079|UGC03791
20640|62.23|273.9968|-20.9746|3148|NGC2369A
20662|114.29|269.9047|-19.5519|9189|ESO123-003
20679|50.70|157.3880|26.5988|3310|UGC03789
20682|138.04|161.5034|25.9526|9950|PGC020682
20710|88.31|161.2265|26.1218|11880|PGC020710
20720|45.50|278.9421|-22.2803|3607|ESO058-028
20736|121.90|269.3685|-19.1172|9197|ESO123-006
20744|51.76|192.9969|17.3212|2389|UGC03808
20766|22.28|280.2981|-22.5951|1357|NGC002397
20767|188.80|161.3362|26.2504|11167|PGC020767
20768|152.05|161.3501|26.2491|12100|PGC020768
20791|99.08|160.9469|26.3496|10914|PGC020791
20830|111.69|199.1244|15.0862|5135|P0020830
20835|47.42|200.6522|14.4606|2530|UGC03820
20838|33.88|196.1029|16.4046|2269|NGC2365
20844|41.88|143.6939|28.0814|2869|UGC03804
20865|43.25|273.2518|-20.2246|3212|ES123-009
20881|61.09|196.0543|16.6129|5371|UGC03827
20886|108.14|180.9315|22.0224|7118|UGC03822
20903|34.99|243.2384|-6.9178|2242|AGC025665
20916|25.94|241.0168|-5.6992|1782|N2380
20933|31.62|159.0375|27.0404|3514|UGC03828
20955|86.70|194.7126|17.6276|5498|NGC2370
20961|156.31|274.8553|-20.4948|10543|ESO088-013
20989|65.77|198.3218|16.3383|5278|UGC03843
21010|73.79|296.8943|-26.1687|4655|ESO005-006
21016|59.43|184.8797|21.5224|7785|NGC2373
21020|43.05|171.0001|25.2699|3030|UGC03845
21029|66.37|198.1837|16.7082|8504|UGC03856
21033|32.96|133.9581|28.2168|2201|NGC_2336
21035|77.27|184.9111|21.6313|7858|NGC2375
21056|125.31|198.2396|16.9011|8150|UGC03862
21057|53.46|279.0386|-21.5734|3612|IC2202
21099|60.26|185.0492|21.9676|4114|NGC2388
21100|58.61|198.1601|17.2151|4464|UGC03873
21102|3.34|146.4265|28.5323|101|NGC02366
21106|95.50|263.2984|-15.4343|8022|ESO208-017
21109|70.47|185.0198|22.0179|3942|NGC2389
21111|93.33|278.4081|-21.2455|5198|ESO088-018
21136|54.70|185.2416|22.0920|4794|UGC003879
21154|64.57|184.9207|22.2676|4884|NGC02393
21155|53.46|273.7981|-19.4996|3214|NGC2417
21164|31.92|134.2929|28.3785|2033|UGC03834
21167|41.69|273.3513|-19.3071|3254|ES123-016
21174|171.40|161.8835|27.5060|11692|UGC03882
21177|157.04|284.0463|-22.8703|10175|ESO059-002
21181|71.12|141.3032|28.7085|5380|UGC03859
21197|104.23|205.5393|14.6285|8101|UGC03892
21199|4.63|279.7742|-21.4751|530|ESO059-01
21276|89.13|187.7644|22.1055|5019|IC2193
21293|13.30|262.6949|-14.3034|1022|E208-021
21302|3.17|149.0939|28.9585|213|DDO44
21325|21.18|281.0003|-21.5443|1450|N2434
21328|66.07|188.0918|22.3469|4674|IC002199
21336|63.97|186.5145|22.8667|4680|NGC2410
21338|35.48|259.5346|-12.5879|2871|ES257-019
21356|58.34|207.4588|14.9647|5155|UGC03924
21358|56.23|207.3808|15.0152|5114|NGC2416
21375|10.47|260.2870|-12.6993|973|NGC002427
21380|154.88|162.5765|28.2910|8790|UGC03922
21396|3.18|150.5693|29.1859|141|NGC2403
21397|79.43|151.7715|29.1699|4866|UGC03919
21398|22.59|141.2786|29.1408|945|UGC03909
21402|71.78|197.2172|19.6434|4577|UGC03932
21416|60.26|205.2384|16.4280|4767|UGC03941
21425|47.86|183.7982|24.2175|3994|UGC03937
21429|53.95|264.6854|-14.5900|3069|ESO208-031
21431|85.90|177.0563|25.9305|5895|UGC03933
21453|50.58|267.4171|-15.7646|2822|ESO163-011
21475|55.21|181.7241|24.9907|3897|UGC03944
21495|71.78|200.2127|19.0049|5102|UGC03952
21496|56.49|157.9494|29.0697|3525|UGC03943
21506|87.90|169.0163|27.8308|6663|AGC170213
21513|45.92|169.7052|27.7493|6382|UGC03949
21528|150.66|278.4181|-20.0843|10647|ESO088-027
21552|84.33|205.7621|17.0290|8713|UGC03962
21558|45.50|180.1364|25.8048|3355|UGC03959
21580|127.06|192.3210|22.4187|8128|UGC03969
21585|10.38|179.2338|26.1731|362|UGC3966
21600|8.17|203.1004|18.5408|272|UGC3974
21614|7.98|203.3949|18.5765|284|KK65
21616|59.70|153.6415|29.7041|5875|UGC03967
21628|130.62|201.7023|19.3229|8401|UGC03980
21654|91.62|197.2359|21.2404|7259|UGC03987
21657|60.81|188.4634|24.1725|3734|UGC03986
21660|38.90|269.2489|-15.7291|2861|ES163-014
21665|124.74|168.8605|28.5565|5684|UGC03985
21676|44.67|188.3925|24.3461|4202|UGC03996
21684|67.61|148.6563|29.9672|4063|UGC03979
21690|47.42|270.6039|-16.2186|2921|ESO123-023
21724|43.05|150.4037|30.0874|4083|UGC03991
21730|48.31|214.6678|14.3421|2767|UGC04010
21758|130.62|158.2572|29.9896|6634|UGC004003
21767|139.32|174.3500|28.1566|9257|PGC021767
21772|9.25|167.0443|29.2954|445|M+9-13-052
21779|69.50|212.6594|15.6396|5066|UGC04025
21847|53.95|185.8420|25.9573|4414|UGC04029
21854|32.81|154.5187|30.3802|1716|UGC04024
21857|127.64|190.2753|24.7689|8126|UGC04032
21891|72.78|189.5450|25.1506|3969|UGC04034
21909|60.53|190.5767|24.9286|3704|UGC04039
21917|143.22|282.0179|-20.5132|10246|ESO059-021
21918|95.50|186.3365|26.1571|4798|UGC04040
21919|56.75|201.9086|21.0730|4630|UGC04044
21927|151.36|190.5161|25.0195|8290|UGC04042
21940|48.08|189.7841|25.2695|4273|UGC04047
21942|38.90|189.8356|25.2593|4432|UGC04046
21962|149.97|210.2276|17.7549|9374|AGC170334
21970|77.27|163.6120|30.2214|3404|UGC04043
22002|65.77|206.7737|19.5087|4677|UGC04060
22003|127.06|210.1347|18.0286|9829|AGC170336
22015|115.35|209.5416|18.3739|8937|AGC170337
22031|44.67|141.9871|30.2586|3466|NGC2441
22053|88.31|154.1310|30.8538|6571|UGC04059
22072|134.90|162.6305|30.6283|7492|UGC04065
22123|123.03|207.1166|20.0653|8870|AGC170339
22167|61.09|142.4252|30.5213|3461|UGC04067
22174|26.30|288.7566|-22.6999|1765|ES035-018
22188|59.43|194.3691|25.0928|4626|IC0000480
22218|92.04|207.0391|20.6532|10750|AGC170275
22224|75.51|280.7946|-19.3839|5294|ESO059-023
22243|139.32|272.4384|-15.3995|10132|ESO124-002
22277|7.87|207.0032|20.8989|350|UGC4115
22317|97.27|196.2256|25.1095|4650|UGC04123
22327|53.21|161.0015|31.4091|3482|NGC002469
22338|14.00|264.0139|-10.5805|1117|ES209-009
22374|75.86|197.3584|25.0066|4804|UGC04130
22381|86.70|188.0733|27.7443|5215|UGC04132
22389|58.88|203.5580|22.8811|4709|UGC04140
22401|109.14|194.9107|25.9329|7403|AGC170378
22428|120.78|161.3849|31.6832|8905|UGC04133
22433|59.43|208.5404|21.0723|4623|UGC04154
22438|76.56|156.7733|31.7648|5969|UGC04128
22445|114.29|194.9026|26.0995|8056|IC0486
22446|24.32|177.8140|30.1109|731|UGC04148
22482|220.80|158.1258|31.8663|12344|UGC04146
22506|74.13|212.0314|19.9353|4877|UGC04171
22554|100.93|214.8261|18.8860|9278|UGC04183
22558|89.13|285.0338|-20.6553|8417|ESO059-024
22561|30.34|155.4742|32.0349|1585|UGC04169
22565|70.15|194.2084|26.8384|5226|UGC04180
22575|45.71|179.6308|30.2491|3087|UGC04176
22589|131.22|272.2554|-14.3367|8556|ESO124-008
22596|66.68|198.5116|25.6207|4714|UGC04191
22611|71.45|211.9166|20.5077|4585|UGC04197
22622|108.14|211.9500|20.5763|10246|AGC180014
22630|51.29|211.4815|20.8113|4617|AGC180017
22640|30.76|128.7346|28.6863|1862|UGC04078
22649|66.68|140.6640|30.9791|3805|NGC2523A
22667|93.33|274.8936|-15.5443|8026|ESO124-010
22695|75.86|149.1019|31.9996|4880|UGC04195
22721|16.75|231.8516|10.7871|1579|AGC480005
22766|142.56|181.6132|30.6867|12439|UGC04219
22796|127.64|213.4950|20.8576|8887|UGC04233
22802|138.04|180.1459|31.0616|7912|UGC04226
22803|41.88|204.7117|24.5018|5148|UGC04232
22835|162.93|207.7254|23.5291|8553|UGC04240
22873|66.37|205.9739|24.4629|2839|UGC004247
22880|71.45|205.6758|24.6217|4845|UGC04249
22885|77.98|159.8469|32.9352|5931|+10-12-078
22909|95.06|180.5943|31.5025|6129|UGC04252
22910|79.80|278.3246|-16.6369|5955|ESO089-012
22921|54.70|197.5305|27.6394|4160|UGC04257
22930|80.54|148.4961|32.4661|4949|UGC04243
22941|54.20|172.6678|32.6392|3123|UGC04258
22965|86.70|213.9048|21.8150|5868|AGC180101
22969|16.37|137.8402|30.9877|1544|UGC04238
22976|138.04|178.9787|32.0757|9471|PGC022976
22990|113.76|203.5128|26.1292|8516|UGC04269
22994|154.88|211.7163|22.9707|9912|AGC180105
23014|75.86|199.8625|27.5322|4315|AGC180601
23017|75.51|196.1600|28.6579|6301|UGC04275
23026|33.73|163.0936|33.4529|2592|UGC004267
23028|34.20|185.1493|31.3061|2475|NGC02543
23058|141.91|200.8333|27.4520|6702|AGC180120
23069|100.00|165.8800|33.5533|5462|UGC04277
23071|12.59|174.1223|33.0573|557|UGC04278
23072|173.78|283.7253|-19.0151|10632|ESO060-001
23086|67.30|201.6384|27.3245|3382|UGC04287
23110|11.53|170.1833|33.4779|559|UGC04284
23146|68.87|201.5263|27.6393|4263|AGC180141
23147|114.82|214.9534|22.4511|9014|UGC04296
23169|60.81|199.8339|28.3335|4284|UGC04299
23173|80.17|193.9275|30.0207|5964|UGC04301
23214|35.16|198.8613|28.8535|2094|AGC180156
23239|31.05|186.3149|32.0520|2415|UGC04306
23255|147.91|210.7226|24.9159|9701|UGC04317
23266|35.32|198.3493|29.2738|2074|UGC04315
23285|130.02|212.0509|24.4978|9625|UGC04321
23289|63.39|202.6593|28.0471|4816|UGC004324
23304|23.44|245.4415|5.9518|1844|I2311
23309|32.36|201.2469|28.5893|3493|AGC180187
23313|12.59|159.6638|34.2368|1076|N2549
23324|3.27|144.2751|32.6874|158|UGC04305
23337|96.83|202.9925|28.1168|4999|UGC04331
23338|74.47|202.7307|28.2043|5029|AGC180197
23340|10.19|169.0983|34.2894|521|NGC002552
23347|63.39|202.4206|28.3343|4856|AGC180199
23355|75.86|202.3889|28.4193|5484|UGC04332
23362|54.95|201.4237|28.7719|3581|UGC04334
23371|105.20|153.5970|33.9784|7364|UGC04322
23374|90.78|202.4726|28.4792|4235|P0023374
23385|72.11|197.1164|30.1424|4677|UGC04340
23405|68.87|146.7304|33.2094|4682|UGC04326
23415|126.47|204.3549|28.0462|5738|AGC180219
23418|54.45|231.6273|15.2793|2864|NGC002574
23420|57.54|200.8395|29.2037|4143|AGC180218
23441|145.21|204.6451|28.1131|7982|UGC04355
23443|101.86|202.7677|28.7304|6561|UGC04354
23447|52.00|220.6540|21.4306|2677|IC002327
23465|43.65|200.9524|29.4338|3742|UGC04361
23485|40.18|224.7325|19.6296|4504|UGC04370
23486|59.70|234.0519|14.3167|4603|AGC480016
23503|106.66|210.5417|26.3325|8921|AGC180238
23504|35.65|220.4506|21.9324|3981|UGC04374
23512|119.12|197.6476|30.6460|8344|UGC04371
23513|55.72|195.4543|31.2267|5934|UGC04373
23519|56.75|224.6616|19.8797|4617|UGC04381
23521|3.43|143.8177|33.0128|114|M81DwA
23522|40.74|201.0401|29.7208|2061|UGC04375
23523|108.14|228.4247|17.8357|6804|NGC2584
23550|38.90|275.5452|-13.2199|2592|ESO124-015
23567|65.16|202.8871|29.3516|4642|UGC04386
23575|97.72|212.2150|25.9983|9650|AGC180253
23589|107.65|203.4473|29.2486|5969|AGC180254
23604|30.90|140.3606|32.3597|2262|NGC02550
23614|167.49|210.8593|26.7642|13241|AGC180261
23616|64.86|224.6447|20.4089|4995|UGC04392
23643|37.50|195.1963|31.9390|2192|UGC04395
23661|72.11|202.3828|30.0220|4390|UGC04400
23662|57.54|202.6148|29.9574|4476|UGC04399
23685|87.10|200.7550|30.6247|5654|UGC04405
23700|112.20|202.4981|30.2347|7540|UGC04414
23701|26.30|197.7179|31.6110|2046|N2592
23705|62.23|201.1650|30.6819|5529|UGC04416
23707|35.16|198.0192|31.6083|2243|UGC04418
23709|96.83|200.8425|30.8057|5289|AGC180284
23714|82.79|207.2149|28.7597|5936|UGC04419
23725|64.27|202.7338|30.3102|4326|NGC2595
23741|35.81|163.6889|35.6395|3610|UGC04415
23748|66.99|204.0952|29.9862|4438|UGC04424
23757|76.56|202.1779|30.6213|6450|AGC180599
23769|9.86|179.1472|35.2129|396|DDO52
23825|161.44|192.7998|33.3090|15355|GCG149-036
23852|27.16|207.5045|29.3233|2083|UGC04444
23869|80.54|204.8904|30.3343|4648|AGC180604
23878|98.63|203.9676|30.6634|6012|UGC04446
23884|57.54|240.5721|12.5751|5791|ES562-010
23910|64.57|196.2147|32.9850|5885|UGC004450
23918|123.59|226.0714|21.5247|9255|UGC04455
23978|67.92|198.1241|32.8849|5266|UGC04464
23992|85.51|241.1505|12.9069|4562|ES562-014
23997|27.54|245.3597|10.0550|1675|NGC002613
24002|104.23|179.6824|36.1103|7416|UGC04468
24039|27.80|244.5340|10.7915|1774|AGC026085
24050|3.68|149.2970|34.9492|19|UGC4459
24056|69.50|210.8266|29.2287|4507|AGC180363
24111|19.32|195.4556|34.0478|2156|NGC02608
24126|72.11|200.9801|32.7261|5024|AGC180380
24193|153.46|213.5540|28.7910|13970|AGC180394
24203|66.68|296.5137|-24.0876|5230|ESO006-003
24204|174.58|199.4086|33.4061|8659|UGC04496
24213|3.53|144.9662|34.3808|156|UGC4483
24231|20.61|135.5658|31.9005|1333|UGC04472
24235|62.23|195.3387|34.5861|3476|UGC04503
24244|49.20|204.7331|32.1796|4720|UGC04504
24251|97.72|213.0846|29.3191|9027|AGC180405
24259|104.23|234.7899|18.3929|4332|AGC480050
24286|123.03|207.9601|31.3153|8222|PGC024286
24288|80.91|198.8399|33.9731|5539|NGC2623
24299|90.78|192.9253|35.3063|7677|IC2387
24347|105.20|278.5338|-12.9387|5117|ESO090-005
24348|115.88|155.4650|36.5235|7913|UGC04512
24351|17.70|164.8070|37.3956|694|UGC04514
24360|43.85|140.2966|33.4544|3286|UGC04502
24372|74.47|166.0589|37.5371|4973|UGC04515
24374|34.20|220.6559|26.7185|1940|UGC04524
24417|59.70|244.2140|13.1438|4584|ES563-010
24427|80.91|244.2872|13.1539|5710|ESO563-011
24431|67.92|206.9415|32.4866|4623|UGC04532
24452|95.94|287.8820|-18.8462|5097|ESO036-007
24454|77.98|244.0531|13.5946|6811|ESO563-013
24468|104.71|282.6662|-15.3900|7057|ESO060-011
24479|28.05|244.2604|13.5678|1709|E563-014
24484|96.38|242.4655|14.8656|5781|ESO563-015
24490|39.63|213.3792|30.6397|2068|UGC004550
24509|67.30|203.4881|34.0155|3713|UGC04554
24516|79.43|292.4578|-21.5429|5464|ESO018-013
24530|43.65|194.0781|36.3178|2084|UGC04559
24532|126.47|189.9355|37.0250|7671|UGC04558
24548|87.10|217.2264|29.3882|4066|UGC04565
24557|74.82|217.6317|29.2649|4090|AGC180460
24558|59.16|244.7318|13.6884|3460|E563-017
24566|74.13|216.9972|29.5804|4081|UGC04567
24575|102.33|172.0023|38.4528|8666|UGC04562
24595|65.46|217.2260|29.6353|4138|NGC2657
24621|257.04|201.6112|34.9983|12906|UGC04575
24656|73.45|207.2513|33.6281|4263|UGC04588
24685|79.80|244.8671|14.3975|4582|ES563-021
24698|96.83|199.3884|36.0150|6539|UGC04597
24711|25.59|140.3156|34.0600|2383|UGC04576
24723|29.11|139.6800|33.8725|2170|UGC04574
24726|101.86|208.9871|33.4719|6182|UGC04607
24737|58.61|230.0941|24.1935|3965|AGC480063
24749|33.88|139.8184|33.9412|2258|N2634
24752|95.06|201.8781|35.5904|8395|AGC180609
24771|93.76|194.6691|37.2560|5966|UGC04611
24778|40.55|234.6007|21.7527|2907|P0024778
24784|31.92|156.1251|37.8088|1358|UGC04605
24788|111.17|186.9034|38.4884|7559|UGC04614
24796|140.60|195.1351|37.3067|8175|UGC04617
24823|27.42|285.0148|-16.2084|3575|ESO060-015
24829|37.67|188.2576|38.5206|2299|UGC04621
24830|119.67|224.1102|27.9139|8476|UGC04625
24854|44.06|246.9592|13.8884|2578|ES563-028
24870|34.67|243.3633|16.5960|2001|P0024870
24887|17.46|167.6092|39.4044|777|UGC04628
24893|45.08|229.7552|25.3844|3307|UGC04640
24930|8.59|190.4556|38.7603|411|UGC04641
24947|39.81|136.8775|33.2791|2885|UGC04623
24960|96.38|223.2715|29.2423|6188|UGC04655
24961|16.44|167.3256|39.6799|677|N2681
24982|76.21|208.3779|35.1537|4359|UGC04657
24988|127.64|234.7685|23.1578|9244|PGC024988
24994|276.69|218.6846|31.5157|16212|AGC180538
25003|32.21|231.0297|25.4702|1834|N2695
25005|105.20|186.5867|39.5897|7539|PGC025005
25012|33.88|172.7884|40.1150|1749|UGC04659
25053|66.68|250.1609|12.7965|5135|AGC026216
25066|56.23|283.1241|-14.1914|3260|ESO090-009
25075|27.04|231.2870|25.7259|1815|N2699
25097|40.55|231.5527|25.6693|1983|NGC2708
25102|35.48|230.8139|26.1087|1629|NGC02706
25113|48.31|214.8102|33.6011|4141|UGC04677
25161|65.77|225.6620|29.1655|3916|UGC04691
25166|35.65|128.0340|29.7421|1789|UGC04601
25169|18.79|284.5398|-15.0500|1444|ES060-019
25181|95.50|215.7394|33.6471|5749|UGC04694
25197|60.53|234.4923|24.5549|4860|AGC480084
25210|152.76|197.2659|38.9564|7998|UGC04698
25221|38.37|232.2739|26.0360|2761|AGC480085
25231|65.46|233.4098|25.4233|3714|AGC480086
25237|34.67|164.0137|40.2330|2328|UGC04695
25248|32.06|175.6469|41.0028|1821|UGC04708
25258|41.88|161.4935|40.0254|2523|NGC02710
25264|70.79|235.8597|24.2245|5808|AGC480088
25275|51.29|143.9294|36.1967|3732|UGC04697
25290|151.36|165.6413|40.5925|9034|UGC04713
25308|87.50|168.0135|40.8515|5085|UGC04719
25318|41.30|192.6666|40.2190|1998|UGC04725
25336|111.69|215.5377|34.6124|8916|AGC180584
25350|39.81|252.0142|13.1037|1954|AGC026262
25362|134.90|215.6638|34.7140|8761|AGC180589
25373|31.92|281.5166|-12.0758|1678|ES090-015
25376|25.94|220.7994|32.7715|2585|NGC02731
25400|68.23|284.1758|-14.1572|4002|NGC2788A
25405|100.46|201.5226|39.0683|6004|UGC04745
25406|79.07|201.1138|39.1571|6037|UGC04746
25423|56.75|194.5940|40.4491|4311|UGC04747
25430|124.74|215.4199|35.2268|8964|AGC190010
25443|15.70|284.0262|-13.9265|1419|NGC2788B
25489|179.47|205.4651|38.6402|10268|UGC04758
25498|55.72|155.9198|39.7872|1517|NGC02726
25515|31.77|246.7743|18.4103|1957|NGC002758
25539|100.00|233.9964|27.2123|6469|AGC490002
25556|25.59|223.5116|32.8171|1446|UGC04781
25558|75.16|290.5238|-18.7175|4631|ESO036-019
25562|31.62|189.4671|41.8046|2052|UGC04777
25570|28.31|244.0193|20.8421|1890|NGC2763
25585|73.11|236.9409|25.6863|5838|AGC490007
25640|21.38|155.1218|39.9563|1294|UGC04779
25650|231.21|238.8995|24.6302|15980|XJ09073970
25654|57.81|250.8202|15.9047|3445|NGC2772
25673|104.71|207.6328|38.8915|7672|UGC04792
25676|17.46|134.7285|33.3226|1323|UGC04759
25694|116.95|250.0124|16.7483|7741|ES564-023
25761|24.21|284.3418|-13.5120|1640|NGC002788
25776|244.34|203.1129|40.2923|11516|AGC191085
25780|40.93|207.5170|39.2290|3021|UGC04809
25781|42.46|162.1882|41.5047|2433|UGC04800
25794|66.99|168.3173|42.3063|5024|PGC025794
25806|25.00|191.5699|42.1967|1952|UGC04806
25855|32.96|293.4836|-20.6934|1700|ESO018-015
25867|89.95|251.1362|16.4665|5116|ES497-018
25886|29.79|238.9037|25.5865|1839|PG0025886
25895|138.68|208.9544|39.2969|8980|UGC04828
25910|32.81|166.9524|42.4830|2182|UGC04824
25915|22.18|155.4947|40.5635|1398|N2768
25926|33.27|248.6559|18.8996|2177|AGC026338
25932|33.57|254.0016|14.5579|2423|E497-022
25950|9.59|251.9706|16.3538|694|N2784
25955|23.23|189.1040|43.0203|2030|N2778
25956|34.83|220.3924|35.7839|2120|UGC04845
25959|103.28|216.0613|37.4282|8585|AGC190105
25976|47.64|169.0816|42.9469|3999|UGC04844
25986|48.53|227.6642|32.7527|3790|UGC04857
26008|82.41|217.7578|37.1135|4906|UGC04861
26018|19.77|136.2549|34.3615|1473|NGC02748
26057|65.46|248.6268|19.7501|5150|E564-031
26064|97.27|196.0064|42.7590|6416|AGC190126
26068|44.87|181.0932|43.8081|2493|UGC04867
26093|36.31|255.5758|14.1137|2122|AGC026360
26100|62.81|181.0416|43.9096|2608|NGC002785
26101|85.11|218.6084|37.2536|4969|IC0000530
26127|143.88|220.6683|36.6313|9373|UGC04884
26142|1.37|164.6636|42.8855|-29|UGC4879
26151|28.05|246.2083|22.1009|2356|NGC2811
26157|42.66|252.1724|17.3978|2543|AGC026375
26173|67.61|223.9229|35.4791|5624|UGC04900
